review,sentiment,timestamp_created,voted_up,game_id
god,0.0,1750182303,True,730
第一公平 第二还是公平 第三最重要就是公平,0.0,1750182297,True,730
Very popular and one of my favourite games,0.78,1750182259,True,730
PLS FIX IT!,0.0,1750182254,False,730
Чётко,0.0,1750182250,True,730
"재밌음
",0.0,1750148926,True,578080
Игра вылетает. пишет ошибки античита,0.0,1750148687,False,578080
ddd,0.0,1750148630,True,578080
pubg good,0.7,1750147137,True,578080
几年都不登录了，竟然被封了，真是牛皮官方，封的几十万账号不会是从阴兵堆里面来的吧？辣鸡游戏，建议别玩！,0.0,1750146334,False,578080
Götünüzden katil  kovalarken bir yandan Gen mi yapmak istiyorsunuz işte o oyun bu oyun hem hard sikiş dönüyor içerde hemde hard sikiliyorsunuz çok mu merak ettiniz buyrun oyuna davetlisiniz ve unutmadan vazelin almayı unutmayın,-0.2916666666666667,1750193220,True,381210
"make sure to say gg to your killers
",0.5,1750193004,True,381210
"¿Qué es DBD?
De survi: Te tunelean y campean todo el tiempo, tus compañeros no hacen una bien.
De killer: Te loopean todo, te rushean hasta el ojete, no matas a uno y se terminan escapando haciendote TBAG.

En resumen: si no pegas mínimo 600 horas, te vas re cogido.",0.0,1750192994,True,381210
Let's see Paul Allen's perks...,0.0,1750192977,True,381210
Springtrap the goat,0.0,1750192920,True,381210
一个足球游戏居然能把传球做的这么差劲......不建议用键鼠玩这游戏。,0.0,1750135964,False,2138720
"令人恶心的ELO平衡机制
Bug极多
没有中国服务器

Disgusting ELO balance mechanism
There are numerous bugs
There are no Chinese servers available",-0.15,1750135933,False,2138720
"En la beta los servidores funcionaban de maravilla, pero ahora lo rompieron. Estoy a 200ms ping, injugable, llegas tarde a todas las jugadas, pelotas, tiros, atajadas. La experiencia es horrible. Cuando el servidor mejora a unos 75 - 80ms es otro juego. Hasta que no lo arreglen, no recomiendo comprarlo.",-1.0,1750135816,False,2138720
The game is unplayable due to constant crashing. I have tried every fix posted online and nothing has worked.,-0.23125,1750135650,False,2138720
Muito Bom!!!!!,0.0,1750135563,True,2138720
Buen video game el kingdom CUM: Deliverance 2 o para los panas el CUM.,-0.4,1750194006,True,1771300
"Im only scratching the surface so far, but this game is an incredible follow-up of the previous one. If you enjoyed the first game you'll love this one even more, the story is impeccable and the gameplay is just as engaging and you'd expect. The game runs better on my PC than the first one does",0.21888888888888888,1750193731,True,1771300
I absolutely love this game. It is a masterpease. It is amazing how I still could play 1000 more playthroughs but still wouldn't be done with this game. I am so proud of Warhorse Studios. Because I am Partially Czech myself. Very Proud. Love you guys,0.3333333333333333,1750193449,True,1771300
"great game but it takes loads of time and has timed quests it doesnt tell you about, which then softlocks you and in turn forces you to redo HOURS of gameplay, which is fucking awful considering everything takes 10 hours in this game",-0.25,1750192401,False,1771300
"There is nothing preventing a crash from randomly wiping out hours of gameplay as there is no backup autosave. I would enjoy the limited saving system, but it having no exceptions for crashes makes for a highly UNimmersive experience.",-0.0028571428571428498,1750191721,False,1771300
무한 로딩 갓 겜,0.0,1750135964,False,1172710
