game_id,name,release_date,release_year,total_reviews,positive_percent,developer,publisher,genres,tags,platforms,current_price,discounted_price,discount_percent
835570,Conqueror's Blade,"6 Apr, 2020",2020,34848,68,,,"Action, Massively Multiplayer, RPG, Strategy, Free To Play",Action;Massively Multiplayer;RPG;Strategy;Free To Play,Windows,Free To Play,Free To Play,
2537590,Microsoft Flight Simulator 2024,"19 Nov, 2024",2024,13785,47,,,Simulation,Simulation,Windows,$69.99 USD,$69.99 USD,
582160,Assassin's Creed® Origins,"27 Oct, 2017",2017,105782,85,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$47.99,$7.19 USD,-85%
3410460,Street Fighter™ 6 - Year 3 Character Pass,"15 Jul, 2025",2025,11,90,,,"Action, Adventure",Action;Adventure,Windows,$22.49 USD,$22.49 USD,
1604030,V Rising,"8 May, 2024",2024,100534,89,,,"Action, Adventure, Massively Multiplayer",Action;Adventure;Massively Multiplayer,Windows,$17.99,$8.99 USD,-50%
3489700,Stellar Blade™,"11 Jun, 2025",2025,33785,93,,,,,,Free To Play,Free To Play,
244210,Assetto Corsa,"19 Dec, 2014",2014,119512,92,,,"Indie, Racing, Simulation, Sports",Indie;Racing;Simulation;Sports,Windows,$10.49 USD,$10.49 USD,
1222670,The Sims™ 4,"18 Jun, 2020",2020,173861,87,,,"Adventure, Casual, Simulation, Free To Play",Adventure;Casual;Simulation;Free To Play,Windows,Free To Play,Free To Play,
1462040,FINAL FANTASY VII REMAKE INTERGRADE,"17 Jun, 2022",2022,32227,88,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$31.99,$23.99 USD,-25%
2567870,Chained Together,"19 Jun, 2024",2024,46297,90,,,"Adventure, Casual, Indie, Simulation",Adventure;Casual;Indie;Simulation,Windows,$2.99 USD,$2.99 USD,
1274570,DEVOUR,"28 Jan, 2021",2021,64368,91,,,Indie,Indie,"Mac, Windows",$5.79 USD,$5.79 USD,
2322010,God of War Ragnarök,"19 Sep, 2024",2024,21121,87,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$49.99 USD,$49.99 USD,
1943950,Escape the Backrooms,"11 Aug, 2022",2022,87805,91,,,"Indie, Early Access",Indie;Early Access,Windows,$5.79 USD,$5.79 USD,
1284210,Guild Wars 2,"23 Aug, 2022",2022,22171,88,,,"Adventure, Massively Multiplayer, RPG, Free To Play",Adventure;Massively Multiplayer;RPG;Free To Play,Windows,Free To Play,Free To Play,
2277560,WUCHANG: Fallen Feathers,"24 Jul, 2025",2025,0,0,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$34.99 USD,$34.99 USD,
1244460,Jurassic World Evolution 2,"9 Nov, 2021",2021,33363,90,,,"Simulation, Strategy",Simulation;Strategy,Windows,$26.99,$1.34 USD,-95%
1203220,NARAKA: BLADEPOINT,"12 Aug, 2021",2021,286759,73,,,"Action, Adventure, Massively Multiplayer",Action;Adventure;Massively Multiplayer,Windows,Free To Play,Free To Play,
1158310,Crusader Kings III,"1 Sep, 2020",2020,81541,91,,,"RPG, Simulation, Strategy",RPG;Simulation;Strategy,"Linux, Mac, Windows",$29.99 USD,$29.99 USD,
1962663,Call of Duty®: Warzone™,"16 Nov, 2022",2022,45807,31,,,,,,Free To Play,Free To Play,
2808930,Lust Goddess,"21 Feb, 2024",2024,10592,55,,,,,,Free To Play,Free To Play,
1456860,Euro Truck Simulator 2 - Farm Machinery,"14 Jul, 2025",2025,64,85,,,"Indie, Simulation",Indie;Simulation,"Linux, Mac, Windows",$2.52 USD,$2.52 USD,
2057470,Earth: Revival,"11 Jul, 2025",2025,38,89,,,,,,Free To Play,Free To Play,
1604270,Broken Arrow,"19 Jun, 2025",2025,11147,69,,,Strategy,Strategy,Windows,$51.27 USD,$39.22 USD,-24%
1361210,"Warhammer 40,000: Darktide","30 Nov, 2022",2022,93196,71,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$24.99,$9.99 USD,-60%
1857090,Norland,"18 Jul, 2024",2024,6766,80,,,"RPG, Simulation, Strategy, Early Access",RPG;Simulation;Strategy;Early Access,Windows,$14.99,$9.74 USD,-35%
2104890,RoadCraft,"20 May, 2025",2025,8323,73,,,"Adventure, Simulation",Adventure;Simulation,Windows,$36.74 USD,$28.86 USD,-21%
1681430,RoboCop: Rogue City,"2 Nov, 2023",2023,18674,86,,,,,,Free To Play,Free To Play,
2692440,LoveCraft,"9 Apr, 2024",2024,1640,69,,,,,,Free To Play,Free To Play,
1466860,Age of Empires IV: Anniversary Edition,"28 Oct, 2021",2021,61817,86,,,Strategy,Strategy,Windows,$19.99 USD,$19.99 USD,
1941540,Mafia: The Old Country,"8 Aug, 2025",2025,0,0,,,"Action, Adventure",Action;Adventure,Windows,$49.99 USD,$49.99 USD,
4000,Garry's Mod,"29 Nov, 2006",2006,1005908,96,,,"Casual, Indie, Simulation",Casual;Indie;Simulation,"Linux, Mac, Windows",$5.79,$3.47 USD,-40%
208650,Batman™: Arkham Knight,"23 Jun, 2015",2015,97173,92,,,,,,Free To Play,Free To Play,
1771300,Kingdom Come: Deliverance II,"4 Feb, 2025",2025,80094,93,,,,,,Free To Play,Free To Play,
304212,Euro Truck Simulator 2 - Scandinavia,"14 May, 2015",2015,4692,95,,,"Indie, Simulation",Indie;Simulation,"Linux, Mac, Windows",$9.08,$3.63 USD,-60%
2380740,RimWorld - Anomaly,"11 Apr, 2024",2024,2629,81,,,"Indie, Simulation, Strategy",Indie;Simulation;Strategy,"Linux, Mac, Windows",$12.49,$11.24 USD,-10%
1144200,Ready or Not,"13 Dec, 2023",2023,210268,79,,,"Action, Adventure, Indie",Action;Adventure;Indie,Windows,$28.99 USD,$28.99 USD,
1623730,Palworld,"19 Jan, 2024",2024,327445,94,,,"Action, Adventure, Indie, RPG, Early Access",Action;Adventure;Indie;RPG;Early Access,Windows,$14.99 USD,$14.99 USD,
236850,Europa Universalis IV,"13 Aug, 2013",2013,90676,87,,,"Simulation, Strategy",Simulation;Strategy,"Linux, Mac, Windows",$29.99 USD,$29.99 USD,
1332010,Stray,"19 Jul, 2022",2022,141276,97,,,"Adventure, Indie",Adventure;Indie,"Mac, Windows",$14.99,$8.99 USD,-40%
255710,Cities: Skylines,"10 Mar, 2015",2015,207997,92,,,"Simulation, Strategy",Simulation;Strategy,"Linux, Mac, Windows",$17.99 USD,$17.99 USD,
1363080,Manor Lords,"26 Apr, 2024",2024,61524,86,,,"Simulation, Strategy, Early Access",Simulation;Strategy;Early Access,Windows,$19.99,$12.99 USD,-35%
739630,Phasmophobia,"18 Sep, 2020",2020,633027,95,,,"Action, Indie, Early Access",Action;Indie;Early Access,Windows,$20.03 USD,$18.99 USD,-5%
714210,Zula Türkiye,"11 Jan, 2018",2018,17572,48,,,"Action, Adventure, Casual, Massively Multiplayer, Free To Play",Action;Adventure;Casual;Massively Multiplayer;Free To Play,Windows,Free To Play,Free To Play,
529340,Victoria 3,"25 Oct, 2022",2022,35282,70,,,"Simulation, Strategy",Simulation;Strategy,"Linux, Mac, Windows",$29.99 USD,$29.99 USD,
2336880,Destiny 2: The Final Shape,"4 Jun, 2024",2024,5302,79,,,"Action, Adventure, Free To Play",Action;Adventure;Free To Play,Windows,$29.99,$7.49 USD,-75%
594650,Hunt: Showdown 1896,"27 Aug, 2019",2019,195771,73,,,,,,Free To Play,Free To Play,
1493640,Banishers: Ghosts of New Eden,"12 Feb, 2024",2024,4842,85,,,"Action, Adventure, RPG",Action;Adventure;RPG,Windows,$34.99,$13.99 USD,-60%
1573360,Infinity Kingdom,"2 Jul, 2021",2021,780,60,,,"Adventure, Free To Play, Massively Multiplayer, Strategy",Adventure;Free To Play;Massively Multiplayer;Strategy,"Mac, Windows",Free To Play,Free To Play,
242760,The Forest,"30 Apr, 2018",2018,540023,95,,,"Action, Adventure, Indie, Simulation",Action;Adventure;Indie;Simulation,Windows,$10.49 USD,$10.49 USD,
3097560,Liar's Bar,"2 Oct, 2024",2024,43328,90,,,"Casual, Indie, Simulation, Strategy, Early Access",Casual;Indie;Simulation;Strategy;Early Access,Windows,$3.99 USD,$3.99 USD,
3845870,Guild Wars 2: Visions of Eternity™ Expansion,"28 Oct, 2025",2025,0,0,,,"Adventure, Massively Multiplayer, RPG, Free To Play",Adventure;Massively Multiplayer;RPG;Free To Play,Windows,Free To Play,Free To Play,
2780980,LOCKDOWN Protocol,"22 Jul, 2024",2024,12853,87,,,"Action, Casual, Indie, Strategy, Early Access",Action;Casual;Indie;Strategy;Early Access,Windows,$5.79 USD,$5.79 USD,
3845870,Guild Wars 2: Visions of Eternity™ Expansion,"28 Oct, 2025",2025,0,0,,,"Adventure, Massively Multiplayer, RPG, Free To Play",Adventure;Massively Multiplayer;RPG;Free To Play,Windows,Free To Play,Free To Play,
1599340,Lost Ark,"11 Feb, 2022",2022,202167,70,,,,,,Free To Play,Free To Play,
1209460,Euro Truck Simulator 2 - Iberia,"8 Apr, 2021",2021,2204,77,,,"Indie, Simulation",Indie;Simulation,"Linux, Mac, Windows",$9.08,$3.63 USD,-60%
2073850,THE FINALS,"8 Dec, 2023",2023,235894,77,,,"Action, Free To Play",Action;Free To Play,Windows,Free To Play,Free To Play,
3017860,DOOM: The Dark Ages,"15 May, 2025",2025,16975,86,,,,,,Free To Play,Free To Play,
2456740,inZOI,"27 Mar, 2025",2025,20458,77,,,"Adventure, Casual, Simulation, Early Access",Adventure;Casual;Simulation;Early Access,Windows,$24.99 USD,$24.99 USD,
1826140,RimWorld - Biotech,"21 Oct, 2022",2022,2869,93,,,"Indie, Simulation, Strategy",Indie;Simulation;Strategy,"Linux, Mac, Windows",$12.49,$11.24 USD,-10%
1326470,Sons Of The Forest,"22 Feb, 2024",2024,232266,87,,,"Action, Adventure, Indie, Simulation",Action;Adventure;Indie;Simulation,Windows,$14.99 USD,$14.99 USD,
1765300,Ultimate Zombie Defense 2,"27 Sep, 2024",2024,263,75,,,"Action, Adventure, Casual, Indie, Strategy, Early Access",Action;Adventure;Casual;Indie;Strategy;Early Access,Windows,$7.99,$3.99 USD,-50%
1817070,Marvel’s Spider-Man Remastered,"12 Aug, 2022",2022,80797,96,,,"Action, Adventure, Casual",Action;Adventure;Casual,Windows,$59.99 USD,$59.99 USD,
275850,No Man's Sky,"12 Aug, 2016",2016,269361,81,,,"Action, Adventure",Action;Adventure,"Mac, Windows",$59.99,$23.99 USD,-60%
3513350,Wuthering Waves,"28 Apr, 2025",2025,18323,90,,,"Action, Adventure, RPG, Free To Play",Action;Adventure;RPG;Free To Play,Windows,Free To Play,Free To Play,
281990,Stellaris,"9 May, 2016",2016,128856,87,,,"Simulation, Strategy",Simulation;Strategy,"Linux, Mac, Windows",$23.99 USD,$23.99 USD,
1285190,Borderlands 4,"12 Sep, 2025",2025,0,0,,,,,,Free To Play,Free To Play,
1450830,At Dead Of Night,"19 Nov, 2020",2020,2724,93,,,"Action, Indie, RPG, Strategy",Action;Indie;RPG;Strategy,Windows,$8.49 USD,$8.49 USD,
1203620,Enshrouded,"24 Jan, 2024",2024,71777,86,,,"Action, Adventure, Indie, RPG, Early Access",Action;Adventure;Indie;RPG;Early Access,Windows,$14.99 USD,$14.99 USD,
632360,Risk of Rain 2,"11 Aug, 2020",2020,214698,93,,,"Action, Indie",Action;Indie,Windows,$12.49,$4.12 USD,-67%
1172620,Sea of Thieves: 2025 Edition,"3 Jun, 2020",2020,308733,89,,,"Action, Adventure",Action;Adventure,Windows,$27.99 USD,$27.99 USD,
1258080,Shop Titans,"5 May, 2020",2020,17048,78,,,"Adventure, Casual, RPG, Simulation, Free To Play",Adventure;Casual;RPG;Simulation;Free To Play,Windows,Free To Play,Free To Play,
1129580,Medieval Dynasty,"23 Sep, 2021",2021,37663,90,,,"Action, Adventure, Indie, RPG, Simulation",Action;Adventure;Indie;RPG;Simulation,Windows,$17.99,$10.79 USD,-40%
1282270,Strinova,"21 Nov, 2024",2024,25389,74,,,"Action, Massively Multiplayer, Free To Play",Action;Massively Multiplayer;Free To Play,Windows,Free To Play,Free To Play,
3515380,YKMET: Strade,"15 Jul, 2025",2025,157,99,,,,,,Free To Play,Free To Play,
3533100,Wrap House Simulator🌯,"29 May, 2025",2025,794,88,,,"Casual, Indie, Simulation",Casual;Indie;Simulation,Windows,$8.53 USD,"Your Price:
$8.53 USD",-24%
3183280,Game of Thrones: Kingsroad,"21 May, 2025",2025,5033,62,,,"Action, Adventure, RPG, Free To Play",Action;Adventure;RPG;Free To Play,Windows,Free To Play,Free To Play,
1149620,Gas Station Simulator,"15 Sep, 2021",2021,22111,88,,,"Casual, Indie, Simulation",Casual;Indie;Simulation,"Mac, Windows",$5.73,$3.15 USD,-45%
2127030,Date or Destiny : Kiss or Miss,"27 Jun, 2025",2025,31,70,,,"Casual, Indie, Simulation",Casual;Indie;Simulation,Windows,$2.99 USD,$2.99 USD,
2515020,FINAL FANTASY XVI,"17 Sep, 2024",2024,16916,79,,,,,,Free To Play,Free To Play,
238960,Path of Exile,"23 Oct, 2013",2013,238590,88,,,"Action, Adventure, Indie, Massively Multiplayer, RPG, Free To Play",Action;Adventure;Indie;Massively Multiplayer;RPG;Free To Play,"Mac, Windows",Free To Play,Free To Play,
1119730,"Ranch Simulator: Build, Hunt, Farm","3 Nov, 2023",2023,30890,80,,,Simulation,Simulation,Windows,$3.99 USD,$3.99 USD,
3035570,Assassin's Creed Mirage,"17 Oct, 2024",2024,7258,74,,,"Action, Adventure",Action;Adventure,Windows,$39.99,$15.99 USD,-60%
3513350,Wuthering Waves,"28 Apr, 2025",2025,18323,90,,,"Action, Adventure, RPG, Free To Play",Action;Adventure;RPG;Free To Play,Windows,Free To Play,Free To Play,
2903690,Horny Villa,"7 Nov, 2024",2024,3586,71,,,,,,Free To Play,Free To Play,
1826140,RimWorld - Biotech,"21 Oct, 2022",2022,2869,93,,,"Indie, Simulation, Strategy",Indie;Simulation;Strategy,"Linux, Mac, Windows",$12.49,$11.24 USD,-10%
2625420,Drive Beyond Horizons,"24 Mar, 2025",2025,8215,79,,,"Action, Adventure, Casual, Indie, Racing, Simulation, Early Access",Action;Adventure;Casual;Indie;Racing;Simulation;Early Access,Windows,$12.49 USD,$12.49 USD,
2832330,Aeons Echo,"22 Aug, 2024",2024,3288,74,,,,,,Free To Play,Free To Play,
227310,Euro Truck Simulator 2 - Going East!,"19 Sep, 2013",2013,2934,90,,,"Indie, Simulation",Indie;Simulation,"Linux, Mac, Windows",$5.04,$2.01 USD,-60%
1765300,Ultimate Zombie Defense 2,"27 Sep, 2024",2024,263,75,,,"Action, Adventure, Casual, Indie, Strategy, Early Access",Action;Adventure;Casual;Indie;Strategy;Early Access,Windows,$7.99,$3.99 USD,-50%
632360,Risk of Rain 2,"11 Aug, 2020",2020,214698,93,,,"Action, Indie",Action;Indie,Windows,$12.49,$4.12 USD,-67%
1966720,Lethal Company,"23 Oct, 2023",2023,395670,97,,,"Action, Adventure, Indie, Early Access",Action;Adventure;Indie;Early Access,Windows,$5.79 USD,$5.79 USD,
2694490,Path of Exile 2,"6 Dec, 2024",2024,128512,71,,,"Action, Adventure, Massively Multiplayer, RPG, Early Access",Action;Adventure;Massively Multiplayer;RPG;Early Access,Windows,$29.99 USD,$29.99 USD,
1206560,WorldBox - God Simulator,"2 Dec, 2021",2021,40498,95,,,"Indie, Simulation, Early Access",Indie;Simulation;Early Access,"Linux, Mac, Windows",$10.49 USD,$10.49 USD,
1331550,Big Ambitions,"10 Mar, 2023",2023,10436,93,,,"Indie, Simulation, Early Access",Indie;Simulation;Early Access,"Mac, Windows",$11.50,$8.62 USD,-25%
1350650,FreshWomen - Season 1,"19 Aug, 2022",2022,16618,95,,,,,,Free To Play,Free To Play,
813780,Age of Empires II: Definitive Edition,"14 Nov, 2019",2019,143576,94,,,Strategy,Strategy,Windows,$19.99 USD,$19.99 USD,
629520,Soundpad,"30 Sep, 2017",2017,83340,96,,,"Audio Production, Utilities",Audio Production;Utilities,Windows,Soundpad Demo,Soundpad Demo,
1465360,SnowRunner,"17 May, 2021",2021,36745,90,,,"Adventure, Simulation",Adventure;Simulation,"Mac, Windows",$20.99,$10.49 USD,-50%
2890830,Streamer Life Simulator 2,"23 Jan, 2025",2025,4974,82,,,"Indie, Simulation, Early Access",Indie;Simulation;Early Access,Windows,$5.79,$3.87 USD,-33%
322330,Don't Starve Together,"21 Apr, 2016",2016,345716,95,,,"Action, Adventure, Indie, RPG, Simulation, Strategy",Action;Adventure;Indie;RPG;Simulation;Strategy,"Linux, Mac, Windows",$6.59 USD,$6.59 USD,
880940,Pummel Party,"20 Sep, 2018",2018,43169,89,,,"Action, Casual, Indie",Action;Casual;Indie,Windows,$7.99 USD,$7.99 USD,
322330,Don't Starve Together,"21 Apr, 2016",2016,345716,95,,,"Action, Adventure, Indie, RPG, Simulation, Strategy",Action;Adventure;Indie;RPG;Simulation;Strategy,"Linux, Mac, Windows",$6.59 USD,$6.59 USD,
880940,Pummel Party,"20 Sep, 2018",2018,43169,89,,,"Action, Casual, Indie",Action;Casual;Indie,Windows,$7.99 USD,$7.99 USD,
993090,Lossless Scaling,"28 Dec, 2018",2018,26235,89,,,Utilities,Utilities,Windows,$3.50 USD,$3.50 USD,
305620,The Long Dark,"1 Aug, 2017",2017,99245,90,,,"Adventure, Indie, Simulation, Strategy",Adventure;Indie;Simulation;Strategy,"Linux, Mac, Windows",$8.99,$4.49 USD,-50%
3400930,Guilty as Sock!,"29 May, 2025",2025,2065,90,,,"Casual, Simulation",Casual;Simulation,"Mac, Windows",$3.59,$2.87 USD,-20%
2162800,shapez 2,"15 Aug, 2024",2024,10566,98,,,"Casual, Indie, Simulation, Strategy, Early Access",Casual;Indie;Simulation;Strategy;Early Access,"Linux, Mac, Windows",$8.99,$6.29 USD,-30%
550,Left 4 Dead 2,"17 Nov, 2009",2009,744847,97,,,Action,Action,"Linux, Windows",$5.79 USD,$5.79 USD,
2050650,Resident Evil 4,"25 Jan, 2019",2019,123416,97,,,,,,Free To Play,Free To Play,
1392860,Little Nightmares III,"9 Oct, 2025",2025,0,0,,,Adventure,Adventure,Windows,Free To Play,Free To Play,
2853730,Skull and Bones,"22 Aug, 2024",2024,1879,66,,,,,,Free To Play,Free To Play,
2357570,Overwatch® 2,"10 Aug, 2023",2023,347337,24,,,"Action, Free To Play",Action;Free To Play,Windows,Free To Play,Free To Play,
3158270,Football Life Simulator,"11 Apr, 2025",2025,1000,74,,,"Indie, Simulation, Sports, Free To Play, Early Access",Indie;Simulation;Sports;Free To Play;Early Access,Windows,$14.38 USD,$12.60 USD,-12%
2138330,Cyberpunk 2077: Phantom Liberty,"25 Sep, 2023",2023,19083,90,,,,,,Free To Play,Free To Play,
3240220,Grand Theft Auto V Enhanced,"4 Mar, 2025",2025,66826,69,,,,,,Free To Play,Free To Play,
1824220,Chivalry 2,"12 Jun, 2022",2022,38012,81,,,,,,Free To Play,Free To Play,
744900,Dead Frontier 2,"15 Jul, 2019",2019,27019,70,,,"Action, Indie, Massively Multiplayer, RPG, Free To Play",Action;Indie;Massively Multiplayer;RPG;Free To Play,Windows,Free To Play,Free To Play,
255710,Cities: Skylines,"10 Mar, 2015",2015,207997,92,,,"Simulation, Strategy",Simulation;Strategy,"Linux, Mac, Windows",$17.99 USD,$17.99 USD,
1286830,STAR WARS™: The Old Republic™,"21 Jul, 2020",2020,68931,89,,,"Massively Multiplayer, RPG, Free To Play",Massively Multiplayer;RPG;Free To Play,Windows,Free To Play,Free To Play,
925580,Euro Truck Simulator 2 - Beyond the Baltic Sea,"29 Nov, 2018",2018,2532,90,,,"Indie, Simulation",Indie;Simulation,"Linux, Mac, Windows",$9.08,$3.63 USD,-60%
531130,Euro Truck Simulator 2 - Vive la France !,"5 Dec, 2016",2016,1884,91,,,"Indie, Simulation",Indie;Simulation,"Linux, Mac, Windows",$9.08,$3.63 USD,-60%
105600,Terraria,"16 May, 2011",2011,1133205,97,,,"Action, Adventure, Indie, RPG",Action;Adventure;Indie;RPG,"Linux, Mac, Windows",$5.79 USD,$5.79 USD,
1517290,Battlefield™ 2042,"19 Nov, 2021",2021,239009,48,,,"Action, Adventure, Casual",Action;Adventure;Casual,Windows,$59.99 USD,$59.99 USD,
2344170,Mystery Gates,"23 Mar, 2023",2023,0,0,,,"Action, Adventure, Casual",Action;Adventure;Casual,,Free To Play,Free To Play,
1778820,TEKKEN 8,"25 Jan, 2024",2024,37410,55,,,Action,Action,Windows,$39.99 USD,$39.99 USD,
2074920,The First Descendant,"30 Jun, 2024",2024,104573,56,,,,,,Free To Play,Free To Play,
