review,sentiment,timestamp_created,voted_up,game_id
hi,0.0,1749454051,True,730
https://steamcommunity.com/id/donkgojo/inventory/#730_2_41640713724,0.0,1749453934,True,730
so hard,-0.2916666666666667,1749453391,True,730
кайф,0.0,1749453381,True,730
✔,0.0,1749452994,True,730
bei >70Mio Gewinn durch Lootboxen wären a) ein vernünftiges Anti Cheat und b) ordentliche Server doch mal langsam drin oder?,0.0,1749452877,True,730
世界上最好玩的游戏,0.0,1749452767,True,730
t,0.0,1749452742,True,730
"好玩爱玩
",0.0,1749452702,True,730
太好玩啦！,0.0,1749452392,False,730
HAOWAN,0.0,1749452349,True,730
cs2＞valorant,0.0,1749452291,True,730
goood game,-0.4,1749452275,True,730
1,0.0,1749452260,True,730
discuss cross-platform play benefits for global communities,0.0,1749452231,True,730
full of cheaters,0.35,1749452228,False,730
nice,0.6,1749452145,True,730
LOTADO DE HACKERS,0.0,1749452093,False,730
666,0.0,1749452054,True,730
good cheat,0.7,1749452047,True,730
Um dos melhores jogos que já joguei!!,0.0,1749403538,True,916440
"juego de m1ierda, no puedo jugarlo porque pide una clave de activación, pide conectar a la empresa woke ubisoft y me da asco entrar a dar mis datos a esos franceses de m1erda. No funciona el captcha, no se descarga la conección y me han robado el dinero del bolsillo, totalmente asqueado de empresas que piden 100 pasos para jugar a su juego de m1ierda.",0.0,1749397699,False,916440
城市營造的天花板之一,0.0,1749395742,True,916440
玩法新颖独特 就是前期指引有点少,0.0,1749395095,True,916440
"338小时全成就。

重开率极高，一般玩到投资人就想再开一局，这次新作要来了，静心开档第一次一直到摩天楼天际线。

一般带AI开局，套路就是前期一倍速微操速度进工匠阶段开皇家瀑布（皇家瀑布不及时去会有AI占），直接开图就全占领，AI后面就完全不会去，净土发展比较安心；然后开安贝沙倒卖怀表积攒第一桶金，影响力缓过来再去新世界，这俩都是除了主岛再随便占几个资源岛就行；北极先不用去，AI不会主动去占，等在新世界造了飞艇，影响力够用的时候再去一次性占领（煤不要在北极生产，直接进口运过去刷成就）；旧世界到工程师阶段开始靠自行车饼和汽车饼在港湾爆资源，靠白嫖劳动力全面退休农民劳工，然后就可以开始在崔老妮铺投资人和学者。

等AI成就刷完，直接爆战舰一波推了（比较难刷的一个是小气鬼，可以推完给AI在安贝沙留几个岛，在90好感结盟状态把自己主岛港口都拆了，压经济到比AI低，军事保持压制，挂机过一会儿就会给钱，这时候再读档回去；雨果DLC 20个任务的成就要在工匠期做完，不然后面实力上来了就不刷任务了，可以带两个妹子AI把成就一起做了），就可以最高速游戏开始发展（印卡）。

旧世界做无人生产靠宫殿白嫖虚空劳动力，新世界插卡无人生产/双切庄园搞无限节日，安贝沙无人在意，北极天然气开发一波给皇家瀑布供电，生产线维持住就能平稳摩天大楼了。

港湾和学者实在是太好用了，降低了很多繁琐操作，必入DLC。虽然是纪元1800但是卡片科技是纪元8100级别。",0.0,1749389835,True,916440
gutes spiel,0.0,1749382662,True,916440
my only problem is that i cannot play this game 25 hours a day,-0.2,1749381898,True,916440
super,0.3333333333333333,1749378113,True,916440
面多了加水吗，水多了加面。。。然后破产了 QAQ,0.0,1749376168,True,916440
i am literally unable to play it anymore because the ubisoft launcher,-0.5,1749373447,False,916440
"It's to slow. Booting the Game takes like 5 Minutes, I guess because of the Ubisoft client/connect what ever bullshit.

If you want to play for more than 3 hours that might not bother you, but if you want to play like me around an hour, 5 minutes boot time is pretty frustrating.",-0.07000000000000002,1749372864,False,916440
上头,0.0,1749359272,True,916440
"Anno 1800 is, without a doubt, the pinnacle of the Anno franchise and one of the finest city-building strategy games ever created. Set during the industrial revolution, it masterfully blends the charm of classical Anno gameplay with modern mechanics, resulting in a rich, rewarding, and endlessly replayable experience.

From your first humble marketplace to a sprawling metropolis humming with steam engines and ornate architecture, every moment in Anno 1800 is packed with a sense of progress and wonder. The visual detail is breathtaking — your cities come alive with bustling streets, plumes of factory smoke, ships docking at busy harbors, and workers toiling away in beautifully animated production chains.

The economic simulation is deep but intuitive. Managing supply chains across continents, optimizing trade routes, and responding to the needs of your citizens is a satisfying balancing act that always keeps you engaged. And just when you think you’ve mastered one system, the game introduces a new layer — electricity, tourism, expeditions, diplomacy — each enriching the gameplay without overwhelming it.

The campaign provides a compelling narrative introduction, but it’s the sandbox and multiplayer modes where Anno truly shines. Every session feels like a unique story of industrial ambition, exploration, and empire-building.

With ongoing support, fantastic DLCs, and a passionate community, Anno 1800 has only gotten better over time. Its beauty, depth, and polish make it not just a standout strategy title, but a benchmark for the entire genre.",0.25043706293706297,1749351545,True,916440
nice,0.6,1749345785,True,916440
非常优秀的建造运营游戏，不过更像是英国海盗资本模拟器，玩着容易上瘾，不过也容易脑阔疼，,0.0,1749340755,True,916440
"А что вы ожидаете за эти деньги?

Неиграбельно без DLC",0.0,1749333479,True,916440
"i don't care about the realty of it! because i fucking love to playing this game.
and believe me: anno 1800 is a great masterpiece...

and by the way i have to say that: yes wind blowing hurts me too much, but i steel right here
",0.27714285714285714,1749332755,True,916440
p,0.0,1749330893,True,916440
育碧和STEAM两个平台分别买了一份，内核实际上是一个类似于戴森球计划、异星工厂的产业链游戏，水多加面面多了加水，但是仍然不妨碍纪元1800成为一个佳作。想要体验城市建设的玩家不建议玩，因为这游戏没有办法像都市天际线一类的游戏不考虑产业造景，所有的建设都有产出最大化的蓝图，按照自己想的摆经常吃瘪。前期很有意思，但是从工程师这个阶段开始就变得冗杂起来了，一共5张图，需要不停的进行切换来给主岛输血，经常顾头不顾腚（当然可能是我规划水平不行），推荐时间富裕的人细品，总得来说确实一个好游戏。,0.0,1749311971,True,916440
"Super hra,...neinsalovat balik vzducholodi neni ptoti nim obrana...",0.3333333333333333,1749309706,True,916440
"w game, racing + no hesi all fun",-0.05000000000000002,1749415843,True,244210
gut,0.0,1749414006,True,244210
git,0.0,1749413353,True,244210
mt bom,0.0,1749411975,True,244210
ОЙОЙОЙОЙОЙ ОЧЕНЬ ЗАВОЗНАЯ ИГРА,0.0,1749411253,True,244210
rahhh,0.0,1749410679,True,244210
"Such an amazing Sim racing game. Amazing force feedback, and a great selection of cars",0.32,1749409165,True,244210
um dos melhores simuladores hihihehe,0.0,1749408748,True,244210
driving sucks get rid of this game,-0.35,1749407588,True,244210
.,0.0,1749405659,True,244210
"lixo, os mods não funciona, só da trabalho.",0.0,1749405394,False,244210
hi im yousuf i like cars,0.0,1749405356,True,244210
show 👍,0.0,1749405013,True,244210
still more accurate driving than iracing somehow,0.45000000000000007,1749404347,True,244210
good game and cool car,0.21666666666666665,1749401114,True,244210
okk,0.0,1749399360,True,244210
"con mods ufff 
",0.0,1749398092,True,244210
Игра топ,0.0,1749395828,True,244210
good,0.7,1749395681,True,244210
"great platform for the modding community, endless potential",0.225,1749394552,True,244210
